MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/StdReturn,MetaTest/__unnamed_task__/NumEpisodes
-78.20544966033171,-333.3783698841524,0,0.0,52.98526185496234,-205.33902150968825,-78.20544966033171,-333.3783698841524,25,0.0,-205.33902150968822,-205.33902150968822,60000,0,-205.33902150968825,52.98526185496234,25
-106.86765331115052,-339.0510822621909,1,0.0,59.64137148219951,-248.83779657165792,-106.86765331115052,-339.0510822621909,25,0.0,-248.8377965716579,-248.8377965716579,70000,1,-248.83779657165792,59.64137148219951,25
-89.59108027802591,-239.86922829103833,2,0.0,38.252736669280544,-170.2017343660443,-89.59108027802591,-239.86922829103833,25,0.0,-170.2017343660444,-170.2017343660444,80000,2,-170.2017343660443,38.252736669280544,25
152.78725949985352,-241.35913897062264,3,0.0,88.32790504740473,-100.91246945086303,152.78725949985352,-241.35913897062264,25,0.0,-100.91246945086314,-100.91246945086314,90000,3,-100.91246945086303,88.32790504740473,25
794.2668529389707,-198.07468316885164,4,0.0,290.66008286668017,165.37049059295947,794.2668529389707,-198.07468316885164,25,0.0,165.37049059295947,165.37049059295947,100000,4,165.37049059295947,290.66008286668017,25
2320.3562939473277,-309.7380588707383,5,0.0,877.524579148625,1160.925125111672,2320.3562939473277,-309.7380588707383,25,0.0,1160.9251251116718,1160.9251251116718,110000,5,1160.925125111672,877.524579148625,25
2669.201057952728,983.1606442189801,6,0.0,434.9667376300521,2051.3065284255304,2669.201057952728,983.1606442189801,25,0.0,2051.30652842553,2051.30652842553,120000,6,2051.3065284255304,434.9667376300521,25
2948.2266883701946,134.16665222973833,7,0.0,662.5981370466956,2159.2503343945546,2948.2266883701946,134.16665222973833,25,0.0,2159.250334394554,2159.250334394554,130000,7,2159.2503343945546,662.5981370466956,25
3348.8695004828223,448.81465671993124,8,0.0,563.5888433731661,2566.9917253653257,3348.8695004828223,448.81465671993124,25,0.0,2566.9917253653252,2566.9917253653252,140000,8,2566.9917253653257,563.5888433731661,25
3534.5906844970323,896.767701208804,9,0.0,601.1945004038738,2740.7611846524164,3534.5906844970323,896.767701208804,25,0.0,2740.7611846524146,2740.7611846524146,150000,9,2740.7611846524164,601.1945004038738,25
3582.38417367174,2789.660208862364,10,0.0,217.83862330553112,3194.598915259458,3582.38417367174,2789.660208862364,25,0.0,3194.598915259461,3194.598915259461,160000,10,3194.598915259458,217.83862330553112,25
3674.518480924378,2432.7871468414237,11,0.0,258.12778409475186,3166.154390674654,3674.518480924378,2432.7871468414237,25,0.0,3166.1543906746538,3166.1543906746538,170000,11,3166.154390674654,258.12778409475186,25
4334.413315311374,711.1395745269007,12,0.0,698.532875973464,3293.8054770184244,4334.413315311374,711.1395745269007,25,0.0,3293.805477018426,3293.805477018426,180000,12,3293.8054770184244,698.532875973464,25
4347.917592792424,3199.6106372024924,13,0.0,315.2483765639479,3761.227084401566,4347.917592792424,3199.6106372024924,25,0.0,3761.2270844015648,3761.2270844015648,190000,13,3761.227084401566,315.2483765639479,25
4822.674319049269,1658.6201621717298,14,0.0,605.3544182933124,4081.271349318397,4822.674319049269,1658.6201621717298,25,0.0,4081.271349318397,4081.271349318397,200000,14,4081.271349318397,605.3544182933124,25
5148.543598247864,1987.734583524179,15,0.0,755.9865501189028,4143.995058978988,5148.543598247864,1987.734583524179,25,0.0,4143.995058978987,4143.995058978987,210000,15,4143.995058978988,755.9865501189028,25
5089.840464589726,4204.374763047128,16,0.0,231.9422032989404,4699.469157635848,5089.840464589726,4204.374763047128,25,0.0,4699.469157635846,4699.469157635846,220000,16,4699.469157635848,231.9422032989404,25
5542.318924015285,4352.187213501401,17,0.0,314.0085590551778,5035.3611273373135,5542.318924015285,4352.187213501401,25,0.0,5035.361127337313,5035.361127337313,230000,17,5035.3611273373135,314.0085590551778,25
5425.70029035404,2592.7185823632135,18,0.0,540.056524124191,4913.3603919221405,5425.70029035404,2592.7185823632135,25,0.0,4913.360391922141,4913.360391922141,240000,18,4913.3603919221405,540.056524124191,25
6029.766900116026,2884.7753570983573,19,0.0,668.4038537649676,5141.890171494433,6029.766900116026,2884.7753570983573,25,0.0,5141.890171494434,5141.890171494434,250000,19,5141.890171494433,668.4038537649676,25
6326.8391505344325,1479.9738384980062,20,0.0,1162.7133640492807,5070.88652168029,6326.8391505344325,1479.9738384980062,25,0.0,5070.886521680289,5070.886521680289,260000,20,5070.88652168029,1162.7133640492807,25
6239.73737034584,-125.42258058673364,21,0.0,1472.752152012125,5146.291357706304,6239.73737034584,-125.42258058673364,25,0.0,5146.291357706304,5146.291357706304,270000,21,5146.291357706304,1472.752152012125,25
6844.866608895401,4933.6471349084595,22,0.0,477.0813218815157,5707.9434273173965,6844.866608895401,4933.6471349084595,25,0.0,5707.9434273173965,5707.9434273173965,280000,22,5707.9434273173965,477.0813218815157,25
6650.431439265417,1755.897069470936,23,0.0,933.614412192937,5686.706110686139,6650.431439265417,1755.897069470936,25,0.0,5686.706110686139,5686.706110686139,290000,23,5686.706110686139,933.614412192937,25
7088.23716608864,1381.0436281969085,24,0.0,1246.2911735925115,5593.352375937091,7088.23716608864,1381.0436281969085,25,0.0,5593.35237593709,5593.35237593709,300000,24,5593.352375937091,1246.2911735925115,25
7145.600785262267,3869.0779405073013,25,0.0,676.8379826833954,5992.959825554389,7145.600785262267,3869.0779405073013,25,0.0,5992.959825554389,5992.959825554389,310000,25,5992.959825554389,676.8379826833954,25
7049.08692279822,1689.6415180252852,26,0.0,1021.810152475916,6095.162945140457,7049.08692279822,1689.6415180252852,25,0.0,6095.162945140457,6095.162945140457,320000,26,6095.162945140457,1021.810152475916,25
7298.59246933488,3109.8983544909706,27,0.0,852.8901307901916,6280.818437769714,7298.59246933488,3109.8983544909706,25,0.0,6280.8184377697135,6280.8184377697135,330000,27,6280.818437769714,852.8901307901916,25
7563.356013735983,5378.600391202478,28,0.0,608.8524692580728,6597.850604958771,7563.356013735983,5378.600391202478,25,0.0,6597.85060495877,6597.85060495877,340000,28,6597.850604958771,608.8524692580728,25
7663.666696303069,5948.414996168039,29,0.0,467.7629431692831,6727.25097461937,7663.666696303069,5948.414996168039,25,0.0,6727.25097461937,6727.25097461937,350000,29,6727.25097461937,467.7629431692831,25
8001.704271107282,2473.0871268335395,30,0.0,1040.6514206383047,6545.031997243758,8001.704271107282,2473.0871268335395,25,0.0,6545.03199724376,6545.03199724376,360000,30,6545.031997243758,1040.6514206383047,25
8422.881672799025,5691.040057520374,31,0.0,713.7605811487192,6982.032021363435,8422.881672799025,5691.040057520374,25,0.0,6982.032021363437,6982.032021363437,370000,31,6982.032021363435,713.7605811487192,25
8224.795819881592,5849.141808877048,32,0.0,693.837691525636,6775.435264469146,8224.795819881592,5849.141808877048,25,0.0,6775.435264469146,6775.435264469146,380000,32,6775.435264469146,693.837691525636,25
8504.840843836835,6036.914016781598,33,0.0,700.8006460746585,7246.947959446349,8504.840843836835,6036.914016781598,25,0.0,7246.947959446351,7246.947959446351,390000,33,7246.947959446349,700.8006460746585,25
8657.836659848625,1021.3268058041094,34,0.0,1465.6841293513419,7134.979678823516,8657.836659848625,1021.3268058041094,25,0.0,7134.979678823518,7134.979678823518,400000,34,7134.979678823516,1465.6841293513419,25
8413.624626853309,6171.71082038171,35,0.0,709.1095325165664,7420.9500404193395,8413.624626853309,6171.71082038171,25,0.0,7420.950040419342,7420.950040419342,410000,35,7420.9500404193395,709.1095325165664,25
8274.594312607318,6446.223445401613,36,0.0,477.6100382528541,7221.321640333773,8274.594312607318,6446.223445401613,25,0.0,7221.321640333772,7221.321640333772,420000,36,7221.321640333773,477.6100382528541,25
8791.755066215484,5892.6729310334895,37,0.0,675.5113472699418,7535.1445445339705,8791.755066215484,5892.6729310334895,25,0.0,7535.14454453397,7535.14454453397,430000,37,7535.1445445339705,675.5113472699418,25
8548.391422497372,6325.258023402049,38,0.0,621.3031328454294,7673.067233182821,8548.391422497372,6325.258023402049,25,0.0,7673.067233182822,7673.067233182822,440000,38,7673.067233182821,621.3031328454294,25
8835.78275165304,6646.024538571113,39,0.0,652.2009317743499,7746.580515606471,8835.78275165304,6646.024538571113,25,0.0,7746.580515606471,7746.580515606471,450000,39,7746.580515606471,652.2009317743499,25
8803.22272698726,657.2771378920286,40,0.0,1552.8428195184695,7469.048366580955,8803.22272698726,657.2771378920286,25,0.0,7469.048366580956,7469.048366580956,460000,40,7469.048366580955,1552.8428195184695,25
9156.588372764229,6458.307717573709,41,0.0,798.7129932167722,7722.10036754853,9156.588372764229,6458.307717573709,25,0.0,7722.100367548532,7722.100367548532,470000,41,7722.10036754853,798.7129932167722,25
9073.44673742709,3011.864174610763,42,0.0,1370.738239093263,7338.167242460207,9073.44673742709,3011.864174610763,25,0.0,7338.167242460202,7338.167242460202,480000,42,7338.167242460207,1370.738239093263,25
9441.181158978883,6110.927207816647,43,0.0,832.3512095920438,7902.102433511235,9441.181158978883,6110.927207816647,25,0.0,7902.102433511233,7902.102433511233,490000,43,7902.102433511235,832.3512095920438,25
9450.881331013932,7096.031279958321,44,0.0,756.1056288103213,8228.991067559144,9450.881331013932,7096.031279958321,25,0.0,8228.991067559144,8228.991067559144,500000,44,8228.991067559144,756.1056288103213,25
9276.02652233651,7171.822350889835,45,0.0,631.1601914297539,8344.94348191301,9276.02652233651,7171.822350889835,25,0.0,8344.943481913006,8344.943481913006,510000,45,8344.94348191301,631.1601914297539,25
9665.758884953655,6719.494729132427,46,0.0,698.0470077017794,8377.888061185333,9665.758884953655,6719.494729132427,25,0.0,8377.888061185333,8377.888061185333,520000,46,8377.888061185333,698.0470077017794,25
9439.454582844193,4793.400753106581,47,0.0,961.7533437507341,8117.968734062617,9439.454582844193,4793.400753106581,25,0.0,8117.968734062617,8117.968734062617,530000,47,8117.968734062617,961.7533437507341,25
9731.009697319081,6910.933963249866,48,0.0,935.6205163796359,8614.482461910022,9731.009697319081,6910.933963249866,25,0.0,8614.48246191002,8614.48246191002,540000,48,8614.482461910022,935.6205163796359,25
9529.15427897296,6911.000048765307,49,0.0,836.9772617189102,8224.136911610634,9529.15427897296,6911.000048765307,25,0.0,8224.136911610634,8224.136911610634,550000,49,8224.136911610634,836.9772617189102,25
9886.009204284228,6991.482285687573,50,0.0,870.4896723239029,8717.401911110916,9886.009204284228,6991.482285687573,25,0.0,8717.401911110917,8717.401911110917,560000,50,8717.401911110916,870.4896723239029,25
9827.75893424376,6929.155929796779,51,0.0,813.5560777310388,8688.32106206674,9827.75893424376,6929.155929796779,25,0.0,8688.321062066743,8688.321062066743,570000,51,8688.32106206674,813.5560777310388,25
9909.546349323075,6772.640356759178,52,0.0,844.3197543716241,8586.64090959915,9909.546349323075,6772.640356759178,25,0.0,8586.64090959915,8586.64090959915,580000,52,8586.64090959915,844.3197543716241,25
10138.871709268366,7043.940420127545,53,0.0,790.6267836048703,8909.78298647714,10138.871709268366,7043.940420127545,25,0.0,8909.782986477137,8909.782986477137,590000,53,8909.78298647714,790.6267836048703,25
10391.627836314436,7176.057755910502,54,0.0,821.5717777311022,8973.013729745053,10391.627836314436,7176.057755910502,25,0.0,8973.01372974505,8973.01372974505,600000,54,8973.013729745053,821.5717777311022,25
10200.957764167302,5983.411479900429,55,0.0,1012.7577617085935,8935.575331155,10200.957764167302,5983.411479900429,25,0.0,8935.575331155,8935.575331155,610000,55,8935.575331155,1012.7577617085935,25
10184.427721926273,7225.931735371119,56,0.0,797.4475891663346,8917.735177328374,10184.427721926273,7225.931735371119,25,0.0,8917.735177328372,8917.735177328372,620000,56,8917.735177328374,797.4475891663346,25
10173.92761352811,6842.175000777619,57,0.0,1028.7816830840477,8749.47181937954,10173.92761352811,6842.175000777619,25,0.0,8749.47181937954,8749.47181937954,630000,57,8749.47181937954,1028.7816830840477,25
10484.342893582443,7280.757963025074,58,0.0,912.0280015127752,9066.19338199686,10484.342893582443,7280.757963025074,25,0.0,9066.193381996858,9066.193381996858,640000,58,9066.19338199686,912.0280015127752,25
10177.879401054526,7724.663550126182,59,0.0,697.4084023523116,9150.249515004947,10177.879401054526,7724.663550126182,25,0.0,9150.249515004944,9150.249515004944,650000,59,9150.249515004947,697.4084023523116,25
10401.556352528512,6217.432658373876,60,0.0,1114.647742669217,8994.755557878714,10401.556352528512,6217.432658373876,25,0.0,8994.755557878716,8994.755557878716,660000,60,8994.755557878714,1114.647742669217,25
10289.282813413913,7155.185308936185,61,0.0,844.5514565458278,9007.317055562966,10289.282813413913,7155.185308936185,25,0.0,9007.317055562966,9007.317055562966,670000,61,9007.317055562966,844.5514565458278,25
9972.103801491727,7211.863522200581,62,0.0,809.9105997302617,8779.92587777755,9972.103801491727,7211.863522200581,25,0.0,8779.925877777552,8779.925877777552,680000,62,8779.92587777755,809.9105997302617,25
10751.775058189338,7354.2073036142665,63,0.0,964.3933308162113,9461.626073354406,10751.775058189338,7354.2073036142665,25,0.0,9461.626073354406,9461.626073354406,690000,63,9461.626073354406,964.3933308162113,25
10492.207011211773,7648.7491372471595,64,0.0,879.8062828979661,9163.052944202424,10492.207011211773,7648.7491372471595,25,0.0,9163.052944202424,9163.052944202424,700000,64,9163.052944202424,879.8062828979661,25
10524.10093409189,7695.82900387311,65,0.0,899.5570597572762,9208.28554877098,10524.10093409189,7695.82900387311,25,0.0,9208.285548770982,9208.285548770982,710000,65,9208.28554877098,899.5570597572762,25
10935.364252379324,7449.0523376754345,66,0.0,971.2681160174799,9222.303987299194,10935.364252379324,7449.0523376754345,25,0.0,9222.303987299194,9222.303987299194,720000,66,9222.303987299194,971.2681160174799,25
10628.9834420613,8878.211341150241,67,0.0,490.2502623510301,9575.114198794308,10628.9834420613,8878.211341150241,25,0.0,9575.114198794305,9575.114198794305,730000,67,9575.114198794308,490.2502623510301,25
10658.15572814348,6956.171907575219,68,0.0,1168.8770556171573,9039.493382686143,10658.15572814348,6956.171907575219,25,0.0,9039.493382686143,9039.493382686143,740000,68,9039.493382686143,1168.8770556171573,25
10534.764458661888,7120.04249483872,69,0.0,1036.1312215617402,9064.330775345987,10534.764458661888,7120.04249483872,25,0.0,9064.330775345985,9064.330775345985,750000,69,9064.330775345987,1036.1312215617402,25
10927.483297094717,7395.496696097308,70,0.0,784.8966474270668,9471.801311166066,10927.483297094717,7395.496696097308,25,0.0,9471.801311166066,9471.801311166066,760000,70,9471.801311166066,784.8966474270668,25
11215.062133602998,8195.549949001743,71,0.0,794.1042495088283,9942.91119786322,11215.062133602998,8195.549949001743,25,0.0,9942.91119786322,9942.91119786322,770000,71,9942.91119786322,794.1042495088283,25
11014.256178887945,7789.6407770962,72,0.0,776.7136197319011,9858.63652943225,11014.256178887945,7789.6407770962,25,0.0,9858.636529432253,9858.636529432253,780000,72,9858.63652943225,776.7136197319011,25
11175.565399130563,7772.519888615546,73,0.0,984.4603349972676,9580.165073736049,11175.565399130563,7772.519888615546,25,0.0,9580.165073736052,9580.165073736052,790000,73,9580.165073736049,984.4603349972676,25
11469.404171870048,7520.187975644601,74,0.0,1060.482646099585,9677.76176162547,11469.404171870048,7520.187975644601,25,0.0,9677.761761625474,9677.761761625474,800000,74,9677.76176162547,1060.482646099585,25
10525.809907311226,7917.427282120149,75,0.0,549.2830518185642,9516.374310361314,10525.809907311226,7917.427282120149,25,0.0,9516.374310361314,9516.374310361314,810000,75,9516.374310361314,549.2830518185642,25
10919.303603356135,9021.350918228878,76,0.0,611.2144111197649,9808.72930645083,10919.303603356135,9021.350918228878,25,0.0,9808.729306450827,9808.729306450827,820000,76,9808.72930645083,611.2144111197649,25
10857.828058541378,7433.7282357927625,77,0.0,931.6864551344269,9584.938526399703,10857.828058541378,7433.7282357927625,25,0.0,9584.938526399701,9584.938526399701,830000,77,9584.938526399703,931.6864551344269,25
10990.585691405366,7490.80047814043,78,0.0,1018.0278728874677,9536.070504395715,10990.585691405366,7490.80047814043,25,0.0,9536.070504395713,9536.070504395713,840000,78,9536.070504395715,1018.0278728874677,25
11074.383109714712,8238.591516276438,79,0.0,806.831509586271,9873.649519093831,11074.383109714712,8238.591516276438,25,0.0,9873.64951909383,9873.64951909383,850000,79,9873.649519093831,806.831509586271,25
11603.709812534194,7520.424621173493,80,0.0,1082.7460221466622,10189.253844454912,11603.709812534194,7520.424621173493,25,0.0,10189.253844454912,10189.253844454912,860000,80,10189.253844454912,1082.7460221466622,25
11611.788583305955,8089.215677040882,81,0.0,875.0002255565407,9979.263929904295,11611.788583305955,8089.215677040882,25,0.0,9979.263929904298,9979.263929904298,870000,81,9979.263929904295,875.0002255565407,25
11658.64354271584,7552.007519601994,82,0.0,920.1038993810904,10111.056782745234,11658.64354271584,7552.007519601994,25,0.0,10111.056782745234,10111.056782745234,880000,82,10111.056782745234,920.1038993810904,25
11594.70198862321,7711.355679667411,83,0.0,1186.7903731074134,10231.053141928349,11594.70198862321,7711.355679667411,25,0.0,10231.05314192835,10231.05314192835,890000,83,10231.053141928349,1186.7903731074134,25
11426.71039420921,8416.767760201954,84,0.0,644.3508987394645,10025.715602349348,11426.71039420921,8416.767760201954,25,0.0,10025.71560234935,10025.71560234935,900000,84,10025.715602349348,644.3508987394645,25
11881.580470373938,7679.026207617096,85,0.0,1186.7882216126618,10019.791554911215,11881.580470373938,7679.026207617096,25,0.0,10019.791554911215,10019.791554911215,910000,85,10019.791554911215,1186.7882216126618,25
11454.039111495638,7247.979874553575,86,0.0,1241.745618045057,9257.45231455113,11454.039111495638,7247.979874553575,25,0.0,9257.452314551132,9257.452314551132,920000,86,9257.45231455113,1241.745618045057,25
11918.705570861639,7862.831100233121,87,0.0,1152.7831989530641,10517.910663431294,11918.705570861639,7862.831100233121,25,0.0,10517.910663431292,10517.910663431292,930000,87,10517.910663431294,1152.7831989530641,25
11797.61874430666,7689.073123581891,88,0.0,1138.8284731802682,9940.476936403307,11797.61874430666,7689.073123581891,25,0.0,9940.476936403305,9940.476936403305,940000,88,9940.476936403307,1138.8284731802682,25
11464.562848588319,7981.043091397127,89,0.0,801.2715358162374,10180.209303619973,11464.562848588319,7981.043091397127,25,0.0,10180.209303619975,10180.209303619975,950000,89,10180.209303619973,801.2715358162374,25
11844.953361021357,4698.055022527175,90,0.0,1492.3465653126896,9980.515481609107,11844.953361021357,4698.055022527175,25,0.0,9980.515481609109,9980.515481609109,960000,90,9980.515481609107,1492.3465653126896,25
12295.01534096641,7509.201870741015,91,0.0,1300.2906729957356,10052.811076304291,12295.01534096641,7509.201870741015,25,0.0,10052.811076304286,10052.811076304286,970000,91,10052.811076304291,1300.2906729957356,25
11979.376303087769,7801.302104724153,92,0.0,1093.9170900106744,10306.333205029368,11979.376303087769,7801.302104724153,25,0.0,10306.33320502937,10306.33320502937,980000,92,10306.333205029368,1093.9170900106744,25
12181.972081537051,7966.056707709045,93,0.0,1163.7533426068671,10206.940954114029,12181.972081537051,7966.056707709045,25,0.0,10206.940954114029,10206.940954114029,990000,93,10206.940954114029,1163.7533426068671,25
2608.046257809991,-400.6601896004318,94,0.0,911.2606557629825,1055.7196270322777,2608.046257809991,-400.6601896004318,25,0.0,1055.7196270322777,1055.7196270322777,1000000,94,1055.7196270322777,911.2606557629825,25
5109.317122693752,-452.1411742209749,95,0.0,1499.7289112304823,3220.2966551636414,5109.317122693752,-452.1411742209749,25,0.0,3220.2966551636423,3220.2966551636423,1010000,95,3220.2966551636414,1499.7289112304823,25
7445.593639063255,-391.35058629684437,96,0.0,2334.0747594293575,4733.753616263575,7445.593639063255,-391.35058629684437,25,0.0,4733.753616263576,4733.753616263576,1020000,96,4733.753616263575,2334.0747594293575,25
8925.034017957689,5392.37108359394,97,0.0,901.5952261424932,7406.677477845519,8925.034017957689,5392.37108359394,25,0.0,7406.677477845518,7406.677477845518,1030000,97,7406.677477845519,901.5952261424932,25
10400.958876301289,4098.996816920238,98,0.0,1323.284625488338,8480.041243538999,10400.958876301289,4098.996816920238,25,0.0,8480.041243539,8480.041243539,1040000,98,8480.041243538999,1323.284625488338,25
11038.373543363174,7438.925731310455,99,0.0,941.5406845004893,9448.278953168505,11038.373543363174,7438.925731310455,25,0.0,9448.278953168507,9448.278953168507,1050000,99,9448.278953168505,941.5406845004893,25
11679.790952145508,5217.463154545466,100,0.0,1397.2488182712195,9758.034285314428,11679.790952145508,5217.463154545466,25,0.0,9758.034285314428,9758.034285314428,1060000,100,9758.034285314428,1397.2488182712195,25
11682.732505731712,7757.541045916267,101,0.0,1114.9838484970842,9841.44556237045,11682.732505731712,7757.541045916267,25,0.0,9841.44556237045,9841.44556237045,1070000,101,9841.44556237045,1114.9838484970842,25
12379.244651055325,1825.5761879262986,102,0.0,2072.208888238791,9950.751128954029,12379.244651055325,1825.5761879262986,25,0.0,9950.751128954033,9950.751128954033,1080000,102,9950.751128954029,2072.208888238791,25
11858.56140760804,8105.728096823887,103,0.0,1087.9582684347608,9966.920044158423,11858.56140760804,8105.728096823887,25,0.0,9966.920044158422,9966.920044158422,1090000,103,9966.920044158423,1087.9582684347608,25
12144.818138864317,8410.409258143405,104,0.0,1105.8057983625297,10208.03181155909,12144.818138864317,8410.409258143405,25,0.0,10208.031811559089,10208.031811559089,1100000,104,10208.03181155909,1105.8057983625297,25
12245.852104456646,4630.556260656089,105,0.0,1623.863797965357,10192.11069499118,12245.852104456646,4630.556260656089,25,0.0,10192.110694991181,10192.110694991181,1110000,105,10192.11069499118,1623.863797965357,25
12292.17963122507,7638.717402568099,106,0.0,1277.8033657562708,10350.061574261099,12292.17963122507,7638.717402568099,25,0.0,10350.061574261099,10350.061574261099,1120000,106,10350.061574261099,1277.8033657562708,25
12157.15165818866,8844.809237792984,107,0.0,833.0497018745189,10208.541312429033,12157.15165818866,8844.809237792984,25,0.0,10208.541312429033,10208.541312429033,1130000,107,10208.541312429033,833.0497018745189,25
11845.859334231216,6569.489589730288,108,0.0,1338.8868870090428,10172.801937108983,11845.859334231216,6569.489589730288,25,0.0,10172.801937108981,10172.801937108981,1140000,108,10172.801937108983,1338.8868870090428,25
12121.341024489688,8093.631660224646,109,0.0,1169.4665604560112,10159.607426271617,12121.341024489688,8093.631660224646,25,0.0,10159.607426271617,10159.607426271617,1150000,109,10159.607426271617,1169.4665604560112,25
12875.874616052834,8029.232544170686,110,0.0,1411.1223869826617,10454.911587051341,12875.874616052834,8029.232544170686,25,0.0,10454.911587051343,10454.911587051343,1160000,110,10454.911587051341,1411.1223869826617,25
12387.136976209169,6176.76452863785,111,0.0,1321.500875163145,10278.096223985427,12387.136976209169,6176.76452863785,25,0.0,10278.096223985423,10278.096223985423,1170000,111,10278.096223985427,1321.500875163145,25
12384.30547390389,8232.409641957163,112,0.0,1268.8481888541146,10620.125169088305,12384.30547390389,8232.409641957163,25,0.0,10620.125169088307,10620.125169088307,1180000,112,10620.125169088305,1268.8481888541146,25
12297.586064126299,6890.589256886124,113,0.0,1330.1782986990443,10280.03994801509,12297.586064126299,6890.589256886124,25,0.0,10280.039948015092,10280.039948015092,1190000,113,10280.03994801509,1330.1782986990443,25
12478.475022317816,8145.470194980903,114,0.0,1141.6134983497084,10147.66241036483,12478.475022317816,8145.470194980903,25,0.0,10147.66241036483,10147.66241036483,1200000,114,10147.66241036483,1141.6134983497084,25
12525.885737853587,8246.28968428196,115,0.0,1345.9764399575838,10741.101585187484,12525.885737853587,8246.28968428196,25,0.0,10741.101585187485,10741.101585187485,1210000,115,10741.101585187484,1345.9764399575838,25
13183.357705802742,8764.21959802569,116,0.0,1255.5996764459182,11130.092212632106,13183.357705802742,8764.21959802569,25,0.0,11130.092212632107,11130.092212632107,1220000,116,11130.092212632106,1255.5996764459182,25
12978.999109786568,8327.964440975215,117,0.0,1143.3749070506346,11080.975513106467,12978.999109786568,8327.964440975215,25,0.0,11080.975513106461,11080.975513106461,1230000,117,11080.975513106467,1143.3749070506346,25
11970.332985737512,3815.7327673511554,118,0.0,1500.2659912087108,10307.223419100685,11970.332985737512,3815.7327673511554,25,0.0,10307.223419100685,10307.223419100685,1240000,118,10307.223419100685,1500.2659912087108,25
13102.261100052598,8877.321487359606,119,0.0,1116.601517238605,11020.3966479609,13102.261100052598,8877.321487359606,25,0.0,11020.3966479609,11020.3966479609,1250000,119,11020.3966479609,1116.601517238605,25
12118.956428801324,9005.26877440347,120,0.0,985.2634528486249,10578.635182764698,12118.956428801324,9005.26877440347,25,0.0,10578.6351827647,10578.6351827647,1260000,120,10578.635182764698,985.2634528486249,25
12574.157192364819,3980.822081961309,121,0.0,1716.4544971291903,10147.115984335931,12574.157192364819,3980.822081961309,25,0.0,10147.115984335933,10147.115984335933,1270000,121,10147.115984335931,1716.4544971291903,25
12517.276621609688,8579.564637488447,122,0.0,967.5386005293803,10516.273477213681,12517.276621609688,8579.564637488447,25,0.0,10516.273477213685,10516.273477213685,1280000,122,10516.273477213681,967.5386005293803,25
12820.04097328851,7903.115076158769,123,0.0,1223.3321323188386,11108.697675019252,12820.04097328851,7903.115076158769,25,0.0,11108.697675019252,11108.697675019252,1290000,123,11108.697675019252,1223.3321323188386,25
13292.33562688935,9134.517228343597,124,0.0,892.1182650548338,10719.9014250631,13292.33562688935,9134.517228343597,25,0.0,10719.901425063103,10719.901425063103,1300000,124,10719.9014250631,892.1182650548338,25
12864.341937804053,4301.74025334026,125,0.0,1659.424414099894,10889.236923007611,12864.341937804053,4301.74025334026,25,0.0,10889.23692300761,10889.23692300761,1310000,125,10889.236923007611,1659.424414099894,25
13112.13642766869,8685.516978594282,126,0.0,1235.6311659943315,11144.066351660304,13112.13642766869,8685.516978594282,25,0.0,11144.066351660304,11144.066351660304,1320000,126,11144.066351660304,1235.6311659943315,25
