MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,TotalEnvSteps
125,233.76411252946755,233.76411252946755,133.75810355473914,125,0,-3.074924744949345,-3.074924744949345,1.0,1.0,571.3630398547527,233.76411252946755,233.76411252946755,133.75810355473914,0,571.3630398547527,57340
170,37.68773402652805,37.68773402652804,88.46159928882278,170,1,-38.77289774621126,-38.77289774621126,1.0,1.0,392.54831651239175,37.68773402652804,37.68773402652805,88.46159928882278,1,392.54831651239175,65489
274,73.67670874930185,73.67670874930185,179.32362243197971,274,2,-17.80880425259141,-17.80880425259141,0.9927007299270073,0.9927007299270073,1010.9473900815442,73.67670874930185,73.67670874930185,179.32362243197971,2,1010.9473900815442,73731
772,14.485512246550021,14.48551224655002,17.438214942736987,772,3,-2.1287623295239277,-2.1287623295239277,1.0,1.0,263.7105472709742,14.48551224655002,14.485512246550021,17.438214942736987,3,263.7105472709742,83253
1608,-5.540024901220402,-5.540024901220402,2.909425280873734,1608,4,-11.087601506095565,-11.087601506095565,1.0,1.0,36.70582037234219,-5.540024901220402,-5.540024901220402,2.909425280873734,4,36.70582037234219,90507
192,84.68309275900685,84.68309275900685,121.68443979599654,192,5,-62.89551523483014,-62.89551523483014,1.0,1.0,630.5484516218601,84.68309275900685,84.68309275900685,121.68443979599654,5,630.5484516218601,97570
130,66.83711107840114,66.83711107840114,111.9263958741094,130,6,-154.6718589890484,-154.6718589890484,1.0,1.0,477.65549564833447,66.83711107840114,66.83711107840114,111.9263958741094,6,477.65549564833447,105092
148,42.46775464886613,42.46775464886613,96.53934149183992,148,7,-129.19432153511886,-129.19432153511886,1.0,1.0,418.32969700970887,42.46775464886613,42.46775464886613,96.53934149183992,7,418.32969700970887,113532
157,79.74142554920108,79.74142554920108,95.34118988853159,157,8,-110.24166583016306,-110.24166583016306,1.0,1.0,385.9434261898506,79.74142554920108,79.74142554920108,95.34118988853159,8,385.9434261898506,121751
156,119.52002614961846,119.52002614961846,122.54256795949816,156,9,-99.45706559740644,-99.45706559740644,1.0,1.0,474.80316727028736,119.52002614961846,119.52002614961846,122.54256795949816,9,474.80316727028736,129823
130,134.7211894866102,134.7211894866102,121.22905406089791,130,10,-90.28180380339546,-90.28180380339546,1.0,1.0,469.76772234001095,134.7211894866102,134.7211894866102,121.22905406089791,10,469.76772234001095,138348
118,119.10313238758583,119.10313238758576,162.70106954792746,118,11,-143.98899253393827,-143.98899253393827,0.9830508474576272,0.9830508474576272,814.0443054090184,119.10313238758576,119.10313238758583,162.70106954792746,11,814.0443054090184,147348
165,99.06477724876203,99.06477724876204,126.74330071335376,165,12,-174.15263847483175,-174.15263847483175,1.0,1.0,492.8718435124523,99.06477724876204,99.06477724876203,126.74330071335376,12,492.8718435124523,155237
138,200.71539594940725,200.71539594940722,189.98584479268794,138,13,-120.42201365204123,-120.42201365204123,0.9782608695652174,0.9782608695652174,1007.2488577874628,200.71539594940722,200.71539594940725,189.98584479268794,13,1007.2488577874628,164172
183,101.28699965038476,101.28699965038477,140.6225577145157,183,14,-156.44427845653377,-156.44427845653377,1.0,1.0,671.9001537157136,101.28699965038477,101.28699965038476,140.6225577145157,14,671.9001537157136,174683
145,102.21319401099271,102.21319401099272,111.6932502448219,145,15,-114.74145157328483,-114.74145157328483,1.0,1.0,439.19339600311,102.21319401099272,102.21319401099271,111.6932502448219,15,439.19339600311,183495
283,26.548516241504853,26.548516241504853,85.17654458008198,283,16,-187.7112614637737,-187.7112614637737,1.0,1.0,632.9086090909957,26.548516241504853,26.548516241504853,85.17654458008198,16,632.9086090909957,191459
181,47.90764790849445,47.907647908494454,120.18076697493484,181,17,-99.49354247468776,-99.49354247468776,1.0,1.0,554.7071309551791,47.907647908494454,47.90764790849445,120.18076697493484,17,554.7071309551791,199660
177,67.64963350152165,67.64963350152166,119.31340658900297,177,18,-114.18182493960107,-114.18182493960107,1.0,1.0,612.207003131856,67.64963350152166,67.64963350152165,119.31340658900297,18,612.207003131856,207262
188,77.09993164905929,77.09993164905929,104.19701770944985,188,19,-89.5598866678828,-89.5598866678828,1.0,1.0,465.0595527360116,77.09993164905929,77.09993164905929,104.19701770944985,19,465.0595527360116,215233
182,171.8958741724686,171.8958741724686,107.03160979834726,182,20,-49.4536438852507,-49.4536438852507,1.0,1.0,580.8035701507654,171.8958741724686,171.8958741724686,107.03160979834726,20,580.8035701507654,223129
181,207.29402715062434,207.29402715062434,109.01709718176863,181,21,-21.346858189073362,-21.346858189073362,1.0,1.0,593.7920247735408,207.29402715062434,207.29402715062434,109.01709718176863,21,593.7920247735408,230777
210,193.0559268530917,193.05592685309173,80.91298796331584,210,22,9.84888322886758,9.84888322886758,1.0,1.0,429.407857025588,193.05592685309173,193.0559268530917,80.91298796331584,22,429.407857025588,238609
143,246.61322388298493,246.61322388298493,159.69067697327685,143,23,-27.855292568808114,-27.855292568808114,0.993006993006993,0.993006993006993,987.2342630889088,246.61322388298493,246.61322388298493,159.69067697327685,23,987.2342630889088,246566
103,306.59773211810574,306.5977321181057,264.6077329763008,103,24,-11.82484929846011,-11.82484929846011,0.9223300970873787,0.9223300970873787,1030.304702633493,306.5977321181057,306.59773211810574,264.6077329763008,24,1030.304702633493,254779
211,131.12536026431897,131.12536026431897,139.04937250705962,211,25,-19.42493929296132,-19.42493929296132,1.0,1.0,607.9434000099933,131.12536026431897,131.12536026431897,139.04937250705962,25,607.9434000099933,264116
143,179.44237481238443,179.4423748123844,174.4235409756501,143,26,-82.0616569010545,-82.0616569010545,0.993006993006993,0.993006993006993,1050.0884865039484,179.4423748123844,179.44237481238443,174.4235409756501,26,1050.0884865039484,272250
141,245.8413762677028,245.8413762677028,141.54446235748324,141,27,-23.106793417035526,-23.106793417035526,1.0,1.0,678.9982188396638,245.8413762677028,245.8413762677028,141.54446235748324,27,678.9982188396638,281889
152,180.51680183488867,180.51680183488867,149.58118594764943,152,28,-75.83378943868722,-75.83378943868722,1.0,1.0,743.3290613503552,180.51680183488867,180.51680183488867,149.58118594764943,28,743.3290613503552,290152
195,130.9672269319635,130.9672269319635,151.32923621384197,195,29,-18.742601892183195,-18.742601892183195,0.9948717948717949,0.9948717948717949,1094.432485547032,130.9672269319635,130.9672269319635,151.32923621384197,29,1094.432485547032,298081
182,205.46525958739636,205.46525958739636,213.49669180787834,182,30,-56.747227573196575,-56.747227573196575,1.0,1.0,990.4154296999276,205.46525958739636,205.46525958739636,213.49669180787834,30,990.4154296999276,306042
144,273.2660920538683,273.2660920538683,200.03342775128718,144,31,-1.2333460310503466,-1.2333460310503466,1.0,1.0,965.0844845010954,273.2660920538683,273.2660920538683,200.03342775128718,31,965.0844845010954,314279
157,223.4481174215112,223.44811742151114,163.76708412638055,157,32,-10.02723856339297,-10.02723856339297,1.0,1.0,840.6055296696658,223.44811742151114,223.4481174215112,163.76708412638055,32,840.6055296696658,323117
146,287.1771284566809,287.17712845668086,151.88080118029325,146,33,18.396553970621266,18.396553970621266,1.0,1.0,830.026601551403,287.17712845668086,287.1771284566809,151.88080118029325,33,830.026601551403,330961
147,251.9382134570093,251.93821345700925,172.85323596207112,147,34,5.426384325361542,5.426384325361542,1.0,1.0,727.4088476550936,251.93821345700925,251.9382134570093,172.85323596207112,34,727.4088476550936,338761
129,346.98999543691303,346.98999543691303,190.33946775855424,129,35,27.761747717018476,27.761747717018476,1.0,1.0,945.8087545789957,346.98999543691303,346.98999543691303,190.33946775855424,35,945.8087545789957,347171
137,340.7493164889623,340.7493164889623,224.00427728318357,137,36,5.945117022572316,5.945117022572316,1.0,1.0,1049.393475478045,340.7493164889623,340.7493164889623,224.00427728318357,36,1049.393475478045,354953
160,288.2338562428931,288.2338562428931,228.93022118535745,160,37,6.992546864542332,6.992546864542332,1.0,1.0,1143.9576590716945,288.2338562428931,288.2338562428931,228.93022118535745,37,1143.9576590716945,363535
138,309.98446728603767,309.98446728603767,243.69952071934046,138,38,-14.62642016811671,-14.62642016811671,1.0,1.0,1118.8676278744497,309.98446728603767,309.98446728603767,243.69952071934046,38,1118.8676278744497,371893
114,436.45614206324154,436.45614206324154,394.6432780731172,114,39,-1.1137307923850241,-1.1137307923850241,0.9824561403508771,0.9824561403508771,1953.6256902444268,436.45614206324154,436.45614206324154,394.6432780731172,39,1953.6256902444268,380485
129,341.44509278807084,341.44509278807084,267.1326626662618,129,40,-14.772319212189032,-14.772319212189032,1.0,1.0,1310.723397328873,341.44509278807084,341.44509278807084,267.1326626662618,40,1310.723397328873,389232
137,296.7553666789353,296.7553666789353,241.50867918049215,137,41,-79.072125303504,-79.072125303504,1.0,1.0,1158.252558855367,296.7553666789353,296.7553666789353,241.50867918049215,41,1158.252558855367,397300
136,317.86052290207596,317.8605229020759,286.6596259283759,136,42,-3.3769254509256617,-3.3769254509256617,1.0,1.0,1762.2456801061778,317.8605229020759,317.86052290207596,286.6596259283759,42,1762.2456801061778,405431
148,269.3145899203959,269.3145899203959,221.46473341747776,148,43,-24.61017257344551,-24.61017257344551,1.0,1.0,1353.4289592079922,269.3145899203959,269.3145899203959,221.46473341747776,43,1353.4289592079922,413513
165,242.48997572598833,242.48997572598833,256.46435032733723,165,44,-3.234029948648492,-3.234029948648492,1.0,1.0,1312.0527667329916,242.48997572598833,242.48997572598833,256.46435032733723,44,1312.0527667329916,421537
123,395.04779327401275,395.0477932740126,323.140328363025,123,45,-42.302222951531235,-42.302222951531235,0.991869918699187,0.991869918699187,1908.8368181830838,395.0477932740126,395.04779327401275,323.140328363025,45,1908.8368181830838,429595
135,354.64174773449605,354.64174773449594,306.230905211873,135,46,-2.861834438995901,-2.861834438995901,1.0,1.0,1616.6854873090888,354.64174773449594,354.64174773449605,306.230905211873,46,1616.6854873090888,438184
147,311.7029967791208,311.70299677912084,296.84306508183823,147,47,-5.246496208543471,-5.246496208543471,1.0,1.0,1402.8886330226937,311.70299677912084,311.7029967791208,296.84306508183823,47,1402.8886330226937,446247
224,168.69821590394707,168.69821590394707,238.93581661338723,224,48,-33.245619248428284,-33.245619248428284,1.0,1.0,1357.0246359670148,168.69821590394707,168.69821590394707,238.93581661338723,48,1357.0246359670148,454719
165,282.92208653533555,282.9220865353355,328.76199806469174,165,49,-7.8576060629233035,-7.8576060629233035,0.9939393939393939,0.9939393939393939,1707.4569637468862,282.9220865353355,282.92208653533555,328.76199806469174,49,1707.4569637468862,462776
169,301.2105311676319,301.2105311676318,323.8813209207526,169,50,-6.339766019771949,-6.339766019771949,1.0,1.0,1674.615577010731,301.2105311676318,301.2105311676319,323.8813209207526,50,1674.615577010731,472111
146,343.70120237398703,343.70120237398703,300.46726649184427,146,51,-3.9695868668465004,-3.9695868668465004,1.0,1.0,1188.7349028622914,343.70120237398703,343.70120237398703,300.46726649184427,51,1188.7349028622914,481426
130,381.708080647552,381.7080806475519,336.5276180135817,130,52,-1.0049363392732116,-1.0049363392732116,1.0,1.0,2000.4700492601598,381.7080806475519,381.708080647552,336.5276180135817,52,2000.4700492601598,491691
108,552.3963197015306,552.3963197015306,408.2874919474786,108,53,11.11685564035418,11.11685564035418,1.0,1.0,2176.3522327254827,552.3963197015306,552.3963197015306,408.2874919474786,53,2176.3522327254827,500834
128,423.98692823685815,423.98692823685815,264.41705654627947,128,54,6.3725189044606765,6.3725189044606765,1.0,1.0,1941.777013709921,423.98692823685815,423.98692823685815,264.41705654627947,54,1941.777013709921,509315
130,391.62997121826646,391.6299712182664,381.44715356199765,130,55,4.177127229764383,4.177127229764383,0.9923076923076923,0.9923076923076923,2137.577531324311,391.6299712182664,391.62997121826646,381.44715356199765,55,2137.577531324311,517471
142,408.46261013924664,408.46261013924664,388.0518149857042,142,56,7.098394252719635,7.098394252719635,1.0,1.0,1833.4359810330134,408.46261013924664,408.46261013924664,388.0518149857042,56,1833.4359810330134,526064
134,500.61588470155175,500.61588470155186,554.927938390539,134,57,-0.21551622258878045,-0.21551622258878045,0.9850746268656716,0.9850746268656716,2694.4412379544997,500.61588470155186,500.61588470155175,554.927938390539,57,2694.4412379544997,535518
133,494.2537777278756,494.2537777278756,454.9056482247508,133,58,3.649874945488488,3.649874945488488,1.0,1.0,2168.273563877007,494.2537777278756,494.2537777278756,454.9056482247508,58,2168.273563877007,544073
140,502.6050816789066,502.6050816789066,485.8769467583159,140,59,-1.2322953250336957,-1.2322953250336957,0.9928571428571429,0.9928571428571429,2680.9819936065264,502.6050816789066,502.6050816789066,485.8769467583159,59,2680.9819936065264,552442
125,559.7579858628194,559.7579858628195,452.65814319362744,125,60,2.0260569950169387,2.0260569950169387,1.0,1.0,2195.9420210159697,559.7579858628195,559.7579858628194,452.65814319362744,60,2195.9420210159697,561366
187,343.4678111147279,343.46781111472785,478.4347185687306,187,61,-4.913449335985039,-4.913449335985039,1.0,1.0,2613.886357180571,343.46781111472785,343.4678111147279,478.4347185687306,61,2613.886357180571,569484
146,465.4264523770111,465.4264523770111,444.05659290589364,146,62,1.18722653103243,1.18722653103243,0.9931506849315068,0.9931506849315068,3176.765201292834,465.4264523770111,465.4264523770111,444.05659290589364,62,3176.765201292834,578541
140,496.6337993312361,496.6337993312359,482.2447283913743,140,63,-2.0396245435223315,-2.0396245435223315,1.0,1.0,2340.366997897832,496.6337993312359,496.6337993312361,482.2447283913743,63,2340.366997897832,587042
121,658.7748872538423,658.7748872538424,598.6308028350292,121,64,0.7745049185949022,0.7745049185949022,0.9917355371900827,0.9917355371900827,3363.981428552375,658.7748872538424,658.7748872538423,598.6308028350292,64,3363.981428552375,596528
145,405.40317746933533,405.40317746933533,334.74535032369056,145,65,1.4798868355754653,1.4798868355754653,1.0,1.0,1768.2371272005303,405.40317746933533,405.40317746933533,334.74535032369056,65,1768.2371272005303,604605
160,328.0731897710133,328.07318977101335,179.28357566714052,160,66,32.012900810623925,32.012900810623925,1.0,1.0,1118.597439601511,328.07318977101335,328.0731897710133,179.28357566714052,66,1118.597439601511,613224
163,355.81989797979554,355.81989797979566,311.57102827721565,163,67,13.078785021839593,13.078785021839593,0.9938650306748467,0.9938650306748467,2595.1414229153575,355.81989797979566,355.81989797979554,311.57102827721565,67,2595.1414229153575,622364
110,773.7274472702275,773.7274472702276,624.39686240281,110,68,95.08350725560206,95.08350725560206,0.990909090909091,0.990909090909091,3147.783763940563,773.7274472702276,773.7274472702275,624.39686240281,68,3147.783763940563,631736
93,883.2477820277954,883.2477820277956,781.442200903329,93,69,69.41949776067864,69.41949776067864,0.967741935483871,0.967741935483871,3546.3999291287446,883.2477820277956,883.2477820277954,781.442200903329,69,3546.3999291287446,640806
85,1061.2308402773297,1061.23084027733,772.6141488893438,85,70,77.2270860780794,77.2270860780794,0.9647058823529412,0.9647058823529412,3528.4856975622465,1061.23084027733,1061.2308402773297,772.6141488893438,70,3528.4856975622465,649962
107,732.6662862194063,732.6662862194064,531.8918355112834,107,71,128.61187080821912,128.61187080821912,1.0,1.0,2422.398790790187,732.6662862194064,732.6662862194063,531.8918355112834,71,2422.398790790187,658411
102,761.3485052331384,761.3485052331386,494.8069108327214,102,72,39.44053906511928,39.44053906511928,1.0,1.0,2625.158935790299,761.3485052331386,761.3485052331384,494.8069108327214,72,2625.158935790299,667426
108,645.7186250742199,645.7186250742199,559.733674388637,108,73,65.17737377876087,65.17737377876087,1.0,1.0,2728.367754381193,645.7186250742199,645.7186250742199,559.733674388637,73,2728.367754381193,676124
102,814.3921445530365,814.3921445530368,680.8411531012636,102,74,33.81884961341283,33.81884961341283,0.9901960784313726,0.9901960784313726,3633.222218015869,814.3921445530368,814.3921445530365,680.8411531012636,74,3633.222218015869,684648
117,682.8877425642269,682.8877425642269,470.94005875473204,117,75,104.46954107804955,104.46954107804955,1.0,1.0,3096.471960469652,682.8877425642269,682.8877425642269,470.94005875473204,75,3096.471960469652,693453
126,599.3267004863234,599.3267004863233,428.9809882968963,126,76,21.03915817932242,21.03915817932242,1.0,1.0,2175.733504921554,599.3267004863233,599.3267004863234,428.9809882968963,76,2175.733504921554,702259
104,848.1269308725613,848.1269308725613,694.030962278073,104,77,34.002538630995794,34.002538630995794,0.9903846153846154,0.9903846153846154,3712.224019755569,848.1269308725613,848.1269308725613,694.030962278073,77,3712.224019755569,710257
147,515.5002933837159,515.5002933837158,517.5541385558066,147,78,-0.38201589293393357,-0.38201589293393357,1.0,1.0,3502.9915668673098,515.5002933837158,515.5002933837159,517.5541385558066,78,3502.9915668673098,718880
102,894.7848166317143,894.7848166317143,784.6422313849588,102,79,5.57335500023727,5.57335500023727,0.9803921568627451,0.9803921568627451,3630.686469435629,894.7848166317143,894.7848166317143,784.6422313849588,79,3630.686469435629,728388
117,728.6174114859356,728.6174114859356,549.4244306056737,117,80,8.103040276531548,8.103040276531548,1.0,1.0,2747.004519263929,728.6174114859356,728.6174114859356,549.4244306056737,80,2747.004519263929,736949
123,628.9579212391454,628.9579212391454,527.7887744365768,123,81,9.816674973413024,9.816674973413024,0.991869918699187,0.991869918699187,3173.63974234572,628.9579212391454,628.9579212391454,527.7887744365768,81,3173.63974234572,745523
154,471.46532321269996,471.46532321269996,443.95951341014654,154,82,15.672655356397584,15.672655356397584,1.0,1.0,2020.986720139976,471.46532321269996,471.46532321269996,443.95951341014654,82,2020.986720139976,753262
128,658.6305383835045,658.6305383835045,690.7710722459393,128,83,10.473489210426031,10.473489210426031,1.0,1.0,3233.232321001746,658.6305383835045,658.6305383835045,690.7710722459393,83,3233.232321001746,762868
102,930.9660157910404,930.9660157910403,891.753036953602,102,84,28.42192853525269,28.42192853525269,0.9901960784313726,0.9901960784313726,3885.2756739671336,930.9660157910403,930.9660157910404,891.753036953602,84,3885.2756739671336,771773
125,668.6649539720258,668.6649539720257,496.8190335209344,125,85,9.645009630142377,9.645009630142377,1.0,1.0,2569.4650408240846,668.6649539720257,668.6649539720258,496.8190335209344,85,2569.4650408240846,781061
105,891.0125075125917,891.0125075125917,722.3040958714087,105,86,11.65812640837967,11.65812640837967,0.9904761904761905,0.9904761904761905,3546.363435756328,891.0125075125917,891.0125075125917,722.3040958714087,86,3546.363435756328,790262
119,727.915710152718,727.915710152718,617.4696393118518,119,87,14.356417614986018,14.356417614986018,0.9915966386554622,0.9915966386554622,3763.9613931907134,727.915710152718,727.915710152718,617.4696393118518,87,3763.9613931907134,799258
134,588.7179075517022,588.7179075517021,516.8403101813385,134,88,10.705358627320955,10.705358627320955,1.0,1.0,2745.4695870275577,588.7179075517021,588.7179075517022,516.8403101813385,88,2745.4695870275577,807750
126,614.0000917143086,614.0000917143085,620.69961027215,126,89,6.102598448435636,6.102598448435636,1.0,1.0,3395.877869769132,614.0000917143085,614.0000917143086,620.69961027215,89,3395.877869769132,816440
135,658.4028140134806,658.4028140134806,1012.4851797743888,135,90,14.257094308045833,14.257094308045833,0.9555555555555556,0.9555555555555556,3822.982570630922,658.4028140134806,658.4028140134806,1012.4851797743888,90,3822.982570630922,825139
95,911.0084957548295,911.0084957548298,957.9800425283689,95,91,28.952026076113384,28.952026076113384,0.9473684210526315,0.9473684210526315,3851.04671523678,911.0084957548298,911.0084957548295,957.9800425283689,91,3851.04671523678,834198
173,512.5267707558681,512.5267707558681,775.545749312542,173,92,10.323685878200507,10.323685878200507,0.9826589595375722,0.9826589595375722,3775.9446014170876,512.5267707558681,512.5267707558681,775.545749312542,92,3775.9446014170876,841737
115,859.5252085353051,859.525208535305,984.7902436015979,115,93,8.685257829080697,8.685257829080697,0.9652173913043478,0.9652173913043478,3607.3584400082877,859.525208535305,859.5252085353051,984.7902436015979,93,3607.3584400082877,851665
122,781.7255177627931,781.7255177627931,864.2145579978811,122,94,16.994462528805567,16.994462528805567,0.9672131147540983,0.9672131147540983,3720.0330803606107,781.7255177627931,781.7255177627931,864.2145579978811,94,3720.0330803606107,860019
110,790.7602711312715,790.7602711312713,1022.9911999852402,110,95,10.06374843842446,10.06374843842446,0.9545454545454546,0.9545454545454546,3718.2215822676103,790.7602711312713,790.7602711312715,1022.9911999852402,95,3718.2215822676103,867668
212,375.39486124955545,375.39486124955533,740.3312217358531,212,96,2.270170161733374,2.270170161733374,0.9764150943396226,0.9764150943396226,3928.670991194046,375.39486124955533,375.39486124955545,740.3312217358531,96,3928.670991194046,876574
141,612.3091245217091,612.3091245217092,824.6489068599806,141,97,15.062238834090659,15.062238834090659,0.9929078014184397,0.9929078014184397,3853.432927629679,612.3091245217092,612.3091245217091,824.6489068599806,97,3853.432927629679,884952
185,372.22115310986266,372.22115310986266,555.3762912042241,185,98,2.96566508534581,2.96566508534581,0.9891891891891892,0.9891891891891892,3919.1869831867994,372.22115310986266,372.22115310986266,555.3762912042241,98,3919.1869831867994,893826
132,625.2774829071403,625.2774829071403,711.315435168456,132,99,4.020892936012087,4.020892936012087,0.9772727272727273,0.9772727272727273,3645.43046917617,625.2774829071403,625.2774829071403,711.315435168456,99,3645.43046917617,902565
136,590.3914761604693,590.3914761604693,709.8318525432857,136,100,2.917397018187885,2.917397018187885,0.9926470588235294,0.9926470588235294,3991.0053115834503,590.3914761604693,590.3914761604693,709.8318525432857,100,3991.0053115834503,911429
178,387.3822169400319,387.38221694003187,430.32038826616184,178,101,9.445700041842525,9.445700041842525,1.0,1.0,3266.6110350202607,387.38221694003187,387.3822169400319,430.32038826616184,101,3266.6110350202607,921285
166,487.0500428987905,487.0500428987905,774.4941944230133,166,102,2.6290510593105076,2.6290510593105076,0.9879518072289156,0.9879518072289156,3775.7544222094057,487.0500428987905,487.0500428987905,774.4941944230133,102,3775.7544222094057,929827
172,433.5861812873347,433.5861812873348,575.9290912896514,172,103,31.66992359177515,31.66992359177515,0.9941860465116279,0.9941860465116279,3567.6139408846366,433.5861812873348,433.5861812873347,575.9290912896514,103,3567.6139408846366,937981
218,296.6128157999759,296.612815799976,336.76385114712014,218,104,18.1797210238557,18.1797210238557,1.0,1.0,2740.102371586271,296.612815799976,296.6128157999759,336.76385114712014,104,2740.102371586271,946969
157,505.5524205187011,505.5524205187011,581.3622655970529,157,105,31.544287253637325,31.544287253637325,0.9936305732484076,0.9936305732484076,3183.1840009298808,505.5524205187011,505.5524205187011,581.3622655970529,105,3183.1840009298808,954971
164,460.8151004486785,460.8151004486785,488.65147152524304,164,106,14.133118736406294,14.133118736406294,1.0,1.0,3538.1326394888,460.8151004486785,460.8151004486785,488.65147152524304,106,3538.1326394888,963766
186,406.5406657417806,406.5406657417806,434.5382403585381,186,107,14.474833520132005,14.474833520132005,1.0,1.0,2306.5123297561327,406.5406657417806,406.5406657417806,434.5382403585381,107,2306.5123297561327,971663
166,492.18248299984117,492.1824829998413,503.2348912309791,166,108,15.82711191269053,15.82711191269053,1.0,1.0,3042.571876205561,492.1824829998413,492.18248299984117,503.2348912309791,108,3042.571876205561,980007
159,475.63148788706064,475.63148788706064,450.802439965927,159,109,9.217128957830383,9.217128957830383,1.0,1.0,2943.672896104675,475.63148788706064,475.63148788706064,450.802439965927,109,2943.672896104675,988747
126,635.9830478614981,635.9830478614981,540.335802089137,126,110,24.235030996119963,24.235030996119963,1.0,1.0,3037.714427210504,635.9830478614981,635.9830478614981,540.335802089137,110,3037.714427210504,997878
200,343.34840582972015,343.34840582972,487.29782060777285,200,111,9.64500626802417,9.64500626802417,1.0,1.0,2882.5108811545647,343.34840582972,343.34840582972015,487.29782060777285,111,2882.5108811545647,1007366
192,321.503566611806,321.503566611806,311.35090429120004,192,112,11.77675802096374,11.77675802096374,1.0,1.0,2051.2750701006253,321.503566611806,321.503566611806,311.35090429120004,112,2051.2750701006253,1015550
162,410.1660304794899,410.1660304794899,286.6125605668109,162,113,12.607483548002483,12.607483548002483,1.0,1.0,1550.763566112432,410.1660304794899,410.1660304794899,286.6125605668109,113,1550.763566112432,1023638
265,201.6781563465242,201.6781563465242,291.5095600299693,265,114,4.169324340921559,4.169324340921559,1.0,1.0,1769.0296467957571,201.6781563465242,201.6781563465242,291.5095600299693,114,1769.0296467957571,1032031
172,393.1328848749316,393.1328848749316,375.15849074694177,172,115,9.209169441793845,9.209169441793845,1.0,1.0,1955.4333878499858,393.1328848749316,393.1328848749316,375.15849074694177,115,1955.4333878499858,1042443
289,195.45170793657985,195.45170793657985,253.22005176060676,289,116,7.027757922308548,7.027757922308548,1.0,1.0,1468.7946454976036,195.45170793657985,195.45170793657985,253.22005176060676,116,1468.7946454976036,1051888
